x,y,z
0.00,-4995.00,1000.00
0.00,-4945.00,1000.00
0.00,-4895.00,1000.00
0.00,-4845.00,1000.00
0.00,-4795.00,1000.00
0.00,-4745.00,1000.00
0.00,-4695.00,1000.00
0.00,-4645.00,1000.00
0.00,-4595.00,1000.00
4.56,-4545.30,1000.00
21.10,-4498.27,1000.00
43.14,-4453.40,1000.00
61.63,-4406.94,1000.00
81.15,-4360.91,1000.00
100.43,-4314.78,1000.00
119.69,-4268.65,1000.00
138.90,-4222.48,1000.00
158.27,-4176.39,1000.00
177.43,-4130.20,1000.00
196.70,-4084.07,1000.00
215.98,-4037.93,1000.00
235.27,-3991.81,1000.00
254.56,-3945.68,1000.00
273.84,-3899.55,1000.00
293.12,-3853.41,1000.00
312.37,-3807.27,1000.00
331.72,-3761.16,1000.00
351.02,-3715.04,1000.00
370.26,-3668.89,1000.00
389.58,-3622.77,1000.00
408.89,-3576.65,1000.00
428.20,-3530.53,1000.00
447.48,-3484.40,1000.00
466.79,-3438.28,1000.00
486.09,-3392.15,1000.00
505.35,-3346.01,1000.00
524.64,-3299.88,1000.00
543.92,-3253.75,1000.00
563.20,-3207.62,1000.00
582.46,-3161.47,1000.00
601.80,-3115.37,1000.00
621.10,-3069.24,1000.00
640.34,-3023.09,1000.00
659.66,-2976.98,1000.00
678.97,-2930.85,1000.00
698.28,-2884.74,1000.00
717.56,-2838.60,1000.00
736.87,-2792.48,1000.00
756.17,-2746.36,1000.00
775.43,-2700.22,1000.00
794.72,-2654.09,1000.00
814.01,-2607.96,1000.00
833.29,-2561.82,1000.00
852.54,-2515.68,1000.00
871.88,-2469.57,1000.00
891.18,-2423.45,1000.00
910.42,-2377.30,1000.00
929.74,-2331.18,1000.00
949.05,-2285.06,1000.00
968.37,-2238.94,1000.00
987.64,-2192.81,1000.00
1006.95,-2146.69,1000.00
1026.25,-2100.56,1000.00
1045.51,-2054.42,1000.00
1064.80,-2008.29,1000.00
1084.09,-1962.16,1000.00
1103.37,-1916.03,1000.00
1122.62,-1869.88,1000.00
1141.97,-1823.78,1000.00
1161.26,-1777.65,1000.00
1180.50,-1731.50,1000.00
1199.82,-1685.39,1000.00
1219.13,-1639.27,1000.00
1238.45,-1593.15,1000.00
1257.72,-1547.01,1000.00
1277.03,-1500.89,1000.00
1296.33,-1454.77,1000.00
1315.59,-1408.63,1000.00
1334.89,-1362.50,1000.00
1354.17,-1316.37,1000.00
1373.45,-1270.23,1000.00
1392.70,-1224.09,1000.00
1412.05,-1177.98,1000.00
1431.34,-1131.86,1000.00
1450.59,-1085.71,1000.00
1469.91,-1039.59,1000.00
1489.21,-993.47,1000.00
1508.53,-947.35,1000.00
1527.80,-901.22,1000.00
1547.12,-855.10,1000.00
1566.41,-808.97,1000.00
1585.68,-762.83,1000.00
1604.97,-716.70,1000.00
1624.25,-670.57,1000.00
1643.53,-624.44,1000.00
1662.78,-578.29,1000.00
1682.13,-532.19,1000.00
1701.42,-486.06,1000.00
1720.67,-439.92,1000.00
1739.99,-393.80,1000.00
1759.29,-347.68,1000.00
1778.61,-301.56,1000.00
1797.88,-255.42,1000.00
1817.20,-209.30,1000.00
1836.49,-163.18,1000.00
1855.76,-117.04,1000.00
1875.05,-70.91,1000.00
1894.33,-24.78,1000.00
1913.61,21.35,1000.00
1932.86,67.50,1000.00
1952.21,113.60,1000.00
1971.50,159.73,1000.00
1990.75,205.88,1000.00
2010.07,251.99,1000.00
2029.37,298.12,1000.00
2048.69,344.23,1000.00
2067.97,390.37,1000.00
2087.28,436.49,1000.00
2106.58,482.62,1000.00
2125.84,528.76,1000.00
2145.13,574.88,1000.00
2164.41,621.01,1000.00
2183.69,667.15,1000.00
2202.94,713.29,1000.00
2222.29,759.40,1000.00
2241.58,805.53,1000.00
2260.83,851.67,1000.00
2280.15,897.79,1000.00
2299.45,943.91,1000.00
2318.77,990.03,1000.00
2338.05,1036.16,1000.00
2357.36,1082.28,1000.00
2376.65,1128.41,1000.00
2395.92,1174.55,1000.00
2415.21,1220.68,1000.00
2434.49,1266.81,1000.00
2453.77,1312.94,1000.00
2473.02,1359.09,1000.00
2492.37,1405.19,1000.00
2511.66,1451.32,1000.00
2530.91,1497.47,1000.00
2550.23,1543.58,1000.00
2569.53,1589.71,1000.00
2588.85,1635.82,1000.00
2608.12,1681.96,1000.00
2627.44,1728.08,1000.00
2646.73,1774.20,1000.00
2666.00,1820.34,1000.00
2685.29,1866.47,1000.00
2704.57,1912.60,1000.00
2723.85,1958.74,1000.00
2743.10,2004.88,1000.00
2762.45,2050.99,1000.00
2781.74,2097.11,1000.00
2800.99,2143.26,1000.00
2820.31,2189.38,1000.00
2839.61,2235.50,1000.00
2858.93,2281.62,1000.00
2878.20,2327.75,1000.00
2897.52,2373.87,1000.00
2916.81,2420.00,1000.00
2936.08,2466.14,1000.00
2955.37,2512.27,1000.00
2974.65,2558.40,1000.00
2993.93,2604.53,1000.00
3013.18,2650.68,1000.00
3032.53,2696.78,1000.00
3051.82,2742.91,1000.00
3071.07,2789.06,1000.00
3090.39,2835.17,1000.00
3109.69,2881.30,1000.00
3129.01,2927.41,1000.00
3148.28,2973.55,1000.00
3167.60,3019.67,1000.00
3186.89,3065.79,1000.00
3206.16,3111.93,1000.00
3225.45,3158.06,1000.00
3244.36,3204.34,1000.00
3254.52,3253.15,1000.00
3252.29,3303.03,1000.00
3249.80,3352.93,1000.00
3250.25,3402.92,1000.00
3249.55,3452.91,1000.00
3249.30,3502.91,1000.00
3249.04,3552.91,1000.00
3248.73,3602.91,1000.00
3248.36,3652.90,1000.00
3248.15,3702.90,1000.00
3247.80,3752.90,1000.00
3247.50,3802.90,1000.00
3247.23,3852.90,1000.00
3246.86,3902.90,1000.00
3246.60,3952.90,1000.00
3246.32,4002.90,1000.00
3245.99,4052.89,1000.00
3245.68,4102.89,1000.00
3245.42,4152.89,1000.00
3245.08,4202.89,1000.00
3244.83,4252.89,1000.00
3244.52,4302.89,1000.00
3244.15,4352.89,1000.00
3243.94,4402.89,1000.00
3243.59,4452.89,1000.00
3243.29,4502.89,1000.00
3243.02,4552.89,1000.00
3242.65,4602.89,1000.00
3242.39,4652.89,1000.00
3242.11,4702.89,1000.00
3241.78,4752.89,1000.00
3241.47,4802.89,1000.00
3241.21,4852.89,1000.00
3240.87,4902.88,1000.00
3240.62,4952.88,1000.00
3240.31,5002.88,1000.00
3239.94,5052.88,1000.00
3239.73,5102.88,1000.00
3239.39,5152.88,1000.00
3239.08,5202.88,1000.00
3238.81,5252.88,1000.00
3238.44,5302.88,1000.00
3238.18,5352.88,1000.00
