x,y,z
0.00,-9995.00,1000.00
0.00,-9945.00,1000.00
0.00,-9895.00,1000.00
0.00,-9845.00,1000.00
0.00,-9795.00,1000.00
0.00,-9745.00,1000.00
0.00,-9695.00,1000.00
0.00,-9645.00,1000.00
0.00,-9595.00,1000.00
0.00,-9545.00,1000.00
0.00,-9495.00,1000.00
0.00,-9445.00,1000.00
0.00,-9395.00,1000.00
0.00,-9345.00,1000.00
0.00,-9295.00,1000.00
0.00,-9245.00,1000.00
0.00,-9195.00,1000.00
0.00,-9145.00,1000.00
0.00,-9095.00,1000.00
0.00,-9045.00,1000.00
0.00,-8995.00,1000.00
0.00,-8945.00,1000.00
0.00,-8895.00,1000.00
0.00,-8845.00,1000.00
0.00,-8795.00,1000.00
0.00,-8745.00,1000.00
0.00,-8695.00,1000.00
0.00,-8645.00,1000.00
0.00,-8595.00,1000.00
0.00,-8545.00,1000.00
0.00,-8495.00,1000.00
0.00,-8445.00,1000.00
0.00,-8395.00,1000.00
0.00,-8345.00,1000.00
0.00,-8295.00,1000.00
0.00,-8245.00,1000.00
0.00,-8195.00,1000.00
0.00,-8145.00,1000.00
0.00,-8095.00,1000.00
0.00,-8045.00,1000.00
0.00,-7995.00,1000.00
0.00,-7945.00,1000.00
0.00,-7895.00,1000.00
0.00,-7845.00,1000.00
0.00,-7795.00,1000.00
0.00,-7745.00,1000.00
0.00,-7695.00,1000.00
0.00,-7645.00,1000.00
0.00,-7595.00,1000.00
0.00,-7545.00,1000.00
0.00,-7495.00,1000.00
0.00,-7445.00,1000.00
0.00,-7395.00,1000.00
0.00,-7345.00,1000.00
0.00,-7295.00,1000.00
0.00,-7245.00,1000.00
0.00,-7195.00,1000.00
0.00,-7145.00,1000.00
0.00,-7095.00,1000.00
0.00,-7045.00,1000.00
0.00,-6995.00,1000.00
0.00,-6945.00,1000.00
0.00,-6895.00,1000.00
0.00,-6845.00,1000.00
0.00,-6795.00,1000.00
0.00,-6745.00,1000.00
0.00,-6695.00,1000.00
0.00,-6645.00,1000.00
0.00,-6595.00,1000.00
0.00,-6545.00,1000.00
