x,y,z
-0.00,-9995.00,1000.00
0.02,-9945.00,1000.00
-0.05,-9895.00,1000.00
-0.10,-9845.00,1000.00
-0.11,-9795.00,1000.00
-0.11,-9745.00,1000.00
-0.11,-9695.00,1000.00
-0.11,-9645.00,1000.00
-0.11,-9595.00,1000.00
-0.12,-9545.00,1000.00
-0.12,-9495.00,1000.00
-0.12,-9445.00,1000.00
-0.12,-9395.00,1000.00
-0.12,-9345.00,1000.00
-0.13,-9295.00,1000.00
-0.13,-9245.00,1000.00
5.16,-9195.44,1000.00
26.65,-9150.57,1000.00
57.74,-9111.42,1000.00
85.93,-9070.17,1000.00
113.77,-9028.65,1000.00
141.37,-8986.97,1000.00
169.38,-8945.55,1000.00
197.32,-8904.09,1000.00
225.25,-8862.62,1000.00
252.96,-8821.00,1000.00
280.82,-8779.48,1000.00
308.77,-8738.02,1000.00
336.48,-8696.41,1000.00
364.34,-8654.89,1000.00
392.29,-8613.43,1000.00
420.01,-8571.82,1000.00
447.87,-8530.31,1000.00
475.82,-8488.85,1000.00
503.54,-8447.23,1000.00
531.40,-8405.72,1000.00
559.35,-8364.26,1000.00
587.07,-8322.65,1000.00
614.93,-8281.13,1000.00
642.88,-8239.67,1000.00
670.59,-8198.06,1000.00
698.45,-8156.54,1000.00
726.40,-8115.08,1000.00
754.12,-8073.47,1000.00
781.98,-8031.95,1000.00
809.93,-7990.49,1000.00
837.65,-7948.88,1000.00
865.51,-7907.36,1000.00
893.46,-7865.90,1000.00
921.17,-7824.29,1000.00
949.04,-7782.77,1000.00
976.98,-7741.31,1000.00
1004.70,-7699.69,1000.00
1032.56,-7658.18,1000.00
1060.51,-7616.72,1000.00
1088.23,-7575.10,1000.00
1116.09,-7533.59,1000.00
1144.04,-7492.13,1000.00
1171.76,-7450.51,1000.00
1199.62,-7409.00,1000.00
1227.57,-7367.54,1000.00
1255.28,-7325.92,1000.00
1283.15,-7284.40,1000.00
1311.09,-7242.94,1000.00
1338.81,-7201.33,1000.00
1366.67,-7159.81,1000.00
1394.62,-7118.35,1000.00
1422.34,-7076.74,1000.00
1450.20,-7035.22,1000.00
1478.15,-6993.76,1000.00
1505.87,-6952.15,1000.00
1533.73,-6910.63,1000.00
1561.68,-6869.17,1000.00
1589.39,-6827.56,1000.00
1617.25,-6786.04,1000.00
1645.20,-6744.58,1000.00
1672.92,-6702.97,1000.00
1700.78,-6661.45,1000.00
1728.73,-6619.99,1000.00
1756.45,-6578.38,1000.00
1784.31,-6536.86,1000.00
1812.26,-6495.40,1000.00
1839.97,-6453.79,1000.00
1867.84,-6412.27,1000.00
1895.78,-6370.81,1000.00
1923.50,-6329.20,1000.00
1951.36,-6287.68,1000.00
1979.31,-6246.22,1000.00
2007.03,-6204.60,1000.00
2034.89,-6163.09,1000.00
2062.84,-6121.63,1000.00
2090.56,-6080.01,1000.00
2118.42,-6038.50,1000.00
2146.37,-5997.04,1000.00
2174.08,-5955.42,1000.00
2201.94,-5913.91,1000.00
2229.89,-5872.45,1000.00
2257.61,-5830.83,1000.00
2285.47,-5789.31,1000.00
2313.42,-5747.85,1000.00
2341.14,-5706.24,1000.00
2369.00,-5664.72,1000.00
2396.95,-5623.26,1000.00
2424.66,-5581.65,1000.00
2452.52,-5540.13,1000.00
2480.47,-5498.67,1000.00
2508.19,-5457.06,1000.00
2536.05,-5415.54,1000.00
2564.00,-5374.08,1000.00
2591.72,-5332.47,1000.00
2619.58,-5290.95,1000.00
2647.53,-5249.49,1000.00
2675.24,-5207.88,1000.00
2703.11,-5166.36,1000.00
2731.05,-5124.90,1000.00
2758.77,-5083.29,1000.00
2786.63,-5041.77,1000.00
2814.58,-5000.31,1000.00
2842.30,-4958.70,1000.00
2870.16,-4917.18,1000.00
2898.11,-4875.72,1000.00
2925.82,-4834.11,1000.00
2953.69,-4792.59,1000.00
2981.63,-4751.13,1000.00
3009.35,-4709.52,1000.00
3037.20,-4667.99,1000.00
3065.08,-4626.49,1000.00
3092.96,-4584.98,1000.00
3120.84,-4543.48,1000.00
3148.71,-4501.98,1000.00
3176.59,-4460.47,1000.00
3204.47,-4418.97,1000.00
3232.35,-4377.46,1000.00
3260.23,-4335.96,1000.00
3288.11,-4294.46,1000.00
3315.95,-4252.93,1000.00
3343.81,-4211.41,1000.00
3371.68,-4169.90,1000.00
3399.56,-4128.39,1000.00
3427.44,-4086.88,1000.00
3455.32,-4045.38,1000.00
3483.20,-4003.87,1000.00
3511.07,-3962.36,1000.00
3538.95,-3920.86,1000.00
3566.83,-3879.35,1000.00
3594.71,-3837.85,1000.00
3622.59,-3796.34,1000.00
3650.47,-3754.83,1000.00
3678.35,-3713.33,1000.00
3706.23,-3671.82,1000.00
3734.11,-3630.31,1000.00
3761.99,-3588.81,1000.00
3789.87,-3547.30,1000.00
3817.74,-3505.80,1000.00
3845.62,-3464.29,1000.00
3873.50,-3422.78,1000.00
3901.38,-3381.28,1000.00
3929.26,-3339.77,1000.00
3957.14,-3298.26,1000.00
3985.02,-3256.76,1000.00
4012.90,-3215.25,1000.00
4040.78,-3173.74,1000.00
4068.66,-3132.24,1000.00
4096.54,-3090.73,1000.00
4124.41,-3049.23,1000.00
4152.29,-3007.72,1000.00
4180.17,-2966.21,1000.00
4208.05,-2924.71,1000.00
4235.93,-2883.20,1000.00
4263.81,-2841.69,1000.00
4291.69,-2800.19,1000.00
4319.57,-2758.68,1000.00
4347.45,-2717.17,1000.00
4375.33,-2675.67,1000.00
4403.21,-2634.16,1000.00
4431.09,-2592.66,1000.00
4458.97,-2551.15,1000.00
4486.85,-2509.64,1000.00
4514.73,-2468.14,1000.00
4542.61,-2426.63,1000.00
4570.49,-2385.12,1000.00
4598.37,-2343.62,1000.00
4626.25,-2302.11,1000.00
4654.13,-2260.60,1000.00
4682.01,-2219.10,1000.00
4709.89,-2177.59,1000.00
4737.77,-2136.09,1000.00
4765.65,-2094.58,1000.00
4793.53,-2053.07,1000.00
4821.41,-2011.57,1000.00
4849.28,-1970.06,1000.00
4877.17,-1928.55,1000.00
4905.04,-1887.05,1000.00
4932.92,-1845.54,1000.00
4960.80,-1804.03,1000.00
4988.68,-1762.53,1000.00
5016.56,-1721.02,1000.00
5044.44,-1679.52,1000.00
5072.32,-1638.01,1000.00
5100.20,-1596.50,1000.00
5128.08,-1555.00,1000.00
5155.96,-1513.49,1000.00
5183.84,-1471.98,1000.00
5211.72,-1430.48,1000.00
5239.60,-1388.97,1000.00
5267.48,-1347.47,1000.00
5295.36,-1305.96,1000.00
5323.24,-1264.45,1000.00
5351.12,-1222.95,1000.00
5379.00,-1181.44,1000.00
5406.88,-1139.93,1000.00
5434.76,-1098.43,1000.00
5462.64,-1056.92,1000.00
5490.52,-1015.41,1000.00
5518.40,-973.91,1000.00
5546.28,-932.40,1000.00
5574.16,-890.90,1000.00
5602.04,-849.39,1000.00
5629.91,-807.88,1000.00
5657.79,-766.38,1000.00
5685.67,-724.87,1000.00
5713.55,-683.37,1000.00
5741.43,-641.86,1000.00
5769.31,-600.35,1000.00
5797.19,-558.85,1000.00
5825.07,-517.34,1000.00
5852.95,-475.83,1000.00
5880.83,-434.33,1000.00
5908.71,-392.82,1000.00
