x,y,z
0.00,-9995.00,1000.00
0.00,-9945.00,1000.00
0.00,-9895.00,1000.00
0.00,-9845.00,1000.00
0.00,-9795.00,1000.00
0.00,-9745.00,1000.00
0.00,-9695.00,1000.00
0.00,-9645.00,1000.00
0.00,-9595.00,1000.00
0.00,-9545.00,1000.00
0.00,-9495.00,1000.00
0.00,-9445.00,1000.00
0.00,-9395.00,1000.00
0.00,-9345.00,1000.00
0.00,-9295.00,1000.00
0.00,-9245.00,1000.00
-5.29,-9195.44,1000.00
-28.45,-9151.55,1000.00
-64.57,-9117.07,1000.00
-100.17,-9082.01,1000.00
-132.33,-9043.74,1000.00
-166.27,-9007.02,1000.00
-199.65,-8969.80,1000.00
-233.25,-8932.77,1000.00
-266.79,-8895.68,1000.00
-300.33,-8858.60,1000.00
-333.90,-8821.54,1000.00
-367.41,-8784.45,1000.00
-400.95,-8747.36,1000.00
-434.52,-8710.30,1000.00
-468.04,-8673.21,1000.00
-501.58,-8636.12,1000.00
-535.14,-8599.06,1000.00
-568.66,-8561.96,1000.00
-602.20,-8524.88,1000.00
-635.76,-8487.82,1000.00
-669.28,-8450.72,1000.00
-702.82,-8413.64,1000.00
-736.39,-8376.58,1000.00
-769.91,-8339.48,1000.00
-803.44,-8302.40,1000.00
-837.01,-8265.34,1000.00
-870.53,-8228.24,1000.00
-904.07,-8191.16,1000.00
-937.63,-8154.10,1000.00
-971.15,-8117.00,1000.00
-1004.69,-8079.92,1000.00
-1038.25,-8042.86,1000.00
-1071.77,-8005.76,1000.00
-1105.31,-7968.68,1000.00
-1138.88,-7931.62,1000.00
-1172.40,-7894.52,1000.00
-1205.94,-7857.44,1000.00
-1239.50,-7820.38,1000.00
-1273.02,-7783.28,1000.00
-1306.56,-7746.20,1000.00
-1340.12,-7709.14,1000.00
-1373.64,-7672.04,1000.00
-1407.18,-7634.96,1000.00
-1440.75,-7597.90,1000.00
-1474.27,-7560.80,1000.00
-1507.80,-7523.72,1000.00
-1541.37,-7486.66,1000.00
-1574.89,-7449.56,1000.00
-1608.43,-7412.48,1000.00
