x,y,z
0.00,-4995.00,1000.00
0.00,-4945.00,1000.00
0.00,-4895.00,1000.00
0.00,-4845.00,1000.00
0.00,-4795.00,1000.00
0.00,-4745.00,1000.00
0.00,-4695.00,1000.00
0.00,-4645.00,1000.00
0.00,-4595.00,1000.00
0.00,-4545.00,1000.00
0.00,-4495.00,1000.00
0.00,-4445.00,1000.00
0.00,-4395.00,1000.00
0.00,-4345.00,1000.00
0.00,-4295.00,1000.00
0.00,-4245.00,1000.00
0.00,-4195.00,1000.00
0.00,-4145.00,1000.00
0.00,-4095.00,1000.00
0.00,-4045.00,1000.00
0.00,-3995.00,1000.00
0.00,-3945.00,1000.00
0.00,-3895.00,1000.00
0.00,-3845.00,1000.00
0.00,-3795.00,1000.00
0.00,-3745.00,1000.00
0.00,-3695.00,1000.00
0.00,-3645.00,1000.00
0.00,-3595.00,1000.00
0.00,-3545.00,1000.00
0.00,-3495.00,1000.00
0.00,-3445.00,1000.00
0.00,-3395.00,1000.00
0.00,-3345.00,1000.00
0.00,-3295.00,1000.00
0.00,-3245.00,1000.00
0.00,-3195.00,1000.00
0.00,-3145.00,1000.00
0.00,-3095.00,1000.00
0.00,-3045.00,1000.00
-14.93,-2998.61,1000.00
-60.64,-2983.81,1000.00
-105.98,-3003.94,1000.00
-147.95,-3031.10,1000.00
-193.23,-3052.10,1000.00
-241.65,-3064.51,1000.00
-289.32,-3079.50,1000.00
-336.96,-3094.61,1000.00
-384.57,-3109.89,1000.00
-432.33,-3124.67,1000.00
-480.00,-3139.75,1000.00
-527.71,-3154.71,1000.00
-575.38,-3169.79,1000.00
-623.06,-3184.83,1000.00
-670.73,-3199.92,1000.00
-718.42,-3214.96,1000.00
-766.10,-3230.00,1000.00
-813.79,-3245.04,1000.00
-861.47,-3260.08,1000.00
-909.15,-3275.12,1000.00
-956.84,-3290.16,1000.00
-1004.52,-3305.20,1000.00
-1052.21,-3320.24,1000.00
-1099.89,-3335.28,1000.00
-1147.56,-3350.35,1000.00
-1195.24,-3365.41,1000.00
-1242.92,-3380.46,1000.00
-1290.61,-3395.50,1000.00
-1338.29,-3410.55,1000.00
-1385.98,-3425.58,1000.00
-1433.66,-3440.62,1000.00
-1481.34,-3455.66,1000.00
-1529.03,-3470.70,1000.00
-1576.71,-3485.74,1000.00
-1624.40,-3500.78,1000.00
-1672.08,-3515.82,1000.00
-1719.77,-3530.86,1000.00
-1767.45,-3545.90,1000.00
-1815.13,-3560.94,1000.00
-1862.82,-3575.97,1000.00
-1910.50,-3591.01,1000.00
-1958.19,-3606.05,1000.00
-2005.87,-3621.09,1000.00
-2053.56,-3636.13,1000.00
-2101.24,-3651.17,1000.00
-2148.92,-3666.21,1000.00
-2196.61,-3681.25,1000.00
-2244.29,-3696.29,1000.00
-2291.98,-3711.33,1000.00
-2339.66,-3726.37,1000.00
-2387.35,-3741.41,1000.00
-2435.03,-3756.44,1000.00
-2482.71,-3771.48,1000.00
-2530.40,-3786.52,1000.00
-2578.08,-3801.56,1000.00
-2625.77,-3816.60,1000.00
-2673.45,-3831.64,1000.00
-2721.14,-3846.68,1000.00
-2768.82,-3861.72,1000.00
-2816.51,-3876.76,1000.00
-2864.19,-3891.80,1000.00
-2911.87,-3906.83,1000.00
-2959.56,-3921.87,1000.00
-3007.24,-3936.91,1000.00
-3054.93,-3951.95,1000.00
-3102.61,-3966.99,1000.00
-3150.30,-3982.03,1000.00
-3197.98,-3997.07,1000.00
-3245.66,-4012.11,1000.00
-3293.35,-4027.15,1000.00
-3341.03,-4042.19,1000.00
-3388.72,-4057.22,1000.00
-3436.40,-4072.26,1000.00
-3484.09,-4087.30,1000.00
-3531.77,-4102.34,1000.00
-3579.45,-4117.38,1000.00
-3627.14,-4132.42,1000.00
-3674.82,-4147.46,1000.00
-3722.51,-4162.50,1000.00
-3770.19,-4177.54,1000.00
-3817.88,-4192.58,1000.00
-3865.56,-4207.62,1000.00
-3913.24,-4222.67,1000.00
-3960.93,-4237.71,1000.00
-4008.61,-4252.75,1000.00
-4056.30,-4267.79,1000.00
-4103.98,-4282.83,1000.00
-4151.67,-4297.87,1000.00
-4199.35,-4312.91,1000.00
-4247.04,-4327.95,1000.00
-4295.35,-4340.17,1000.00
-4338.41,-4319.08,1000.00
-4347.30,-4271.08,1000.00
-4334.98,-4222.67,1000.00
-4324.12,-4173.91,1000.00
-4322.87,-4124.00,1000.00
-4323.77,-4074.03,1000.00
-4323.12,-4024.04,1000.00
-4322.75,-3974.04,1000.00
-4322.24,-3924.04,1000.00
-4321.81,-3874.04,1000.00
-4321.48,-3824.05,1000.00
-4321.06,-3774.05,1000.00
-4320.53,-3724.05,1000.00
-4320.16,-3674.05,1000.00
-4319.73,-3624.06,1000.00
-4319.26,-3574.06,1000.00
-4318.87,-3524.06,1000.00
-4318.45,-3474.07,1000.00
-4318.01,-3424.07,1000.00
-4317.48,-3374.07,1000.00
-4317.16,-3324.07,1000.00
-4316.76,-3274.08,1000.00
-4316.33,-3224.08,1000.00
-4315.83,-3174.08,1000.00
-4315.48,-3124.08,1000.00
-4315.08,-3074.09,1000.00
-4314.60,-3024.09,1000.00
-4314.24,-2974.09,1000.00
-4313.85,-2924.09,1000.00
-4313.34,-2874.10,1000.00
-4312.90,-2824.10,1000.00
-4312.57,-2774.10,1000.00
-4312.15,-2724.10,1000.00
-4311.63,-2674.11,1000.00
-4311.25,-2624.11,1000.00
-4310.82,-2574.11,1000.00
-4310.35,-2524.12,1000.00
-4309.96,-2474.12,1000.00
-4309.55,-2424.12,1000.00
-4309.11,-2374.12,1000.00
-4308.57,-2324.13,1000.00
-4308.25,-2274.13,1000.00
-4307.85,-2224.13,1000.00
-4307.43,-2174.14,1000.00
-4306.92,-2124.14,1000.00
-4306.57,-2074.14,1000.00
-4306.17,-2024.14,1000.00
-4305.69,-1974.15,1000.00
-4305.33,-1924.15,1000.00
-4304.95,-1874.15,1000.00
-4304.43,-1824.16,1000.00
-4304.00,-1774.16,1000.00
-4303.67,-1724.16,1000.00
-4303.25,-1674.17,1000.00
-4302.72,-1624.17,1000.00
-4302.34,-1574.17,1000.00
-4301.92,-1524.17,1000.00
-4301.45,-1474.18,1000.00
-4301.06,-1424.18,1000.00
-4300.64,-1374.18,1000.00
-4300.20,-1324.19,1000.00
-4299.67,-1274.19,1000.00
-4299.35,-1224.20,1000.00
-4298.95,-1174.20,1000.00
-4298.53,-1124.20,1000.00
-4298.02,-1074.20,1000.00
-4297.67,-1024.21,1000.00
-4297.27,-974.21,1000.00
-4296.79,-924.21,1000.00
-4296.43,-874.22,1000.00
