x,y,z
0.00,-1418548.12,1814.48
0.00,-1418488.12,1814.48
0.00,-1418428.12,1814.48
0.00,-1418368.12,1814.48
0.00,-1418308.12,1814.48
0.00,-1418248.12,1814.48
0.00,-1418188.12,1814.48
0.00,-1418128.12,1814.48
0.00,-1418068.12,1814.48
0.00,-1418008.12,1814.48
0.00,-1417948.12,1814.48
0.00,-1417888.12,1814.48
0.00,-1417828.12,1814.48
0.00,-1417768.12,1814.48
0.00,-1417708.12,1814.48
0.00,-1417648.12,1814.48
0.00,-1417588.12,1814.48
0.00,-1417528.12,1814.48
0.00,-1417468.12,1814.48
0.00,-1417408.12,1814.48
0.00,-1417348.12,1814.48
0.00,-1417288.12,1814.48
0.00,-1417228.12,1814.48
0.00,-1417168.12,1814.48
0.00,-1417108.12,1814.48
0.00,-1417048.12,1814.48
0.00,-1416988.12,1814.48
0.00,-1416928.12,1814.48
0.00,-1416868.12,1814.48
0.00,-1416808.12,1814.48
0.00,-1416748.12,1814.48
0.00,-1416688.12,1814.48
0.00,-1416628.12,1814.48
0.00,-1416568.12,1814.48
0.00,-1416508.12,1814.48
0.00,-1416448.12,1814.48
0.00,-1416388.12,1814.48
0.00,-1416328.12,1814.48
0.00,-1416268.12,1814.48
0.00,-1416208.12,1814.48
0.00,-1416148.12,1814.48
0.00,-1416088.12,1814.48
0.00,-1416028.12,1814.48
0.00,-1415968.12,1814.48
0.00,-1415908.12,1814.48
0.00,-1415848.12,1814.48
0.00,-1415788.12,1814.48
0.00,-1415728.12,1814.48
0.00,-1415668.12,1814.48
0.00,-1415608.12,1814.48
0.00,-1415548.12,1814.48
0.00,-1415488.12,1814.48
0.00,-1415428.12,1814.48
0.00,-1415368.12,1814.48
0.00,-1415308.12,1814.48
0.00,-1415248.12,1814.48
0.00,-1415188.12,1814.48
0.00,-1415128.12,1814.48
0.00,-1415068.12,1814.48
0.00,-1415008.12,1814.48
0.00,-1414948.12,1814.48
0.00,-1414888.12,1814.48
0.00,-1414828.12,1814.48
0.00,-1414768.12,1814.48
0.00,-1414708.12,1814.48
0.00,-1414648.12,1814.48
0.00,-1414588.12,1814.48
0.00,-1414528.12,1814.48
0.00,-1414468.12,1814.48
0.00,-1414408.12,1814.48
0.00,-1414348.12,1814.48
0.00,-1414288.12,1814.48
0.00,-1414228.12,1814.48
0.00,-1414168.12,1814.48
0.00,-1414108.12,1814.48
0.00,-1414048.12,1814.48
0.00,-1413988.12,1814.48
0.00,-1413928.12,1814.48
0.00,-1413868.12,1814.48
0.00,-1413808.12,1814.48
0.00,-1413748.12,1814.48
0.00,-1413688.12,1814.48
0.00,-1413628.12,1814.48
0.00,-1413568.12,1814.48
0.00,-1413508.12,1814.48
0.00,-1413448.12,1814.48
0.00,-1413388.12,1814.48
0.00,-1413328.12,1814.48
0.00,-1413268.12,1814.48
0.00,-1413208.12,1814.48
0.00,-1413148.12,1814.48
0.00,-1413088.12,1814.48
0.00,-1413028.12,1814.48
0.00,-1412968.12,1814.48
0.00,-1412908.12,1814.48
0.00,-1412848.12,1814.48
0.00,-1412788.12,1814.48
0.00,-1412728.12,1814.48
0.00,-1412668.12,1814.48
0.00,-1412608.12,1814.48
0.00,-1412548.12,1814.48
0.00,-1412488.12,1814.48
0.00,-1412428.12,1814.48
0.00,-1412368.12,1814.48
0.00,-1412308.12,1814.48
0.00,-1412248.12,1814.48
0.00,-1412188.12,1814.48
0.00,-1412128.12,1814.48
0.00,-1412068.12,1814.48
0.00,-1412008.12,1814.48
0.00,-1411948.12,1814.48
0.00,-1411888.12,1814.48
0.00,-1411828.12,1814.48
0.00,-1411768.12,1814.48
0.00,-1411708.12,1814.48
0.00,-1411648.12,1814.48
0.00,-1411588.12,1814.48
0.00,-1411528.12,1814.48
0.00,-1411468.12,1814.48
0.00,-1411408.12,1814.48
0.00,-1411348.12,1814.48
0.00,-1411288.12,1814.48
0.00,-1411228.12,1814.48
0.00,-1411168.12,1814.48
0.00,-1411108.12,1814.48
0.00,-1411048.12,1814.48
0.00,-1410988.12,1814.48
0.00,-1410928.12,1814.48
0.00,-1410868.12,1814.48
0.00,-1410808.12,1814.48
0.00,-1410748.12,1814.48
0.00,-1410688.12,1814.48
0.00,-1410628.12,1814.48
0.00,-1410568.12,1814.48
0.00,-1410508.12,1814.48
0.00,-1410448.12,1814.48
0.00,-1410388.12,1814.48
0.00,-1410328.12,1814.48
0.00,-1410268.12,1814.48
0.00,-1410208.12,1814.48
0.00,-1410148.12,1814.48
0.00,-1410088.12,1814.48
0.00,-1410028.12,1814.48
0.00,-1409968.12,1814.48
0.00,-1409908.12,1814.48
0.00,-1409848.12,1814.48
0.00,-1409788.12,1814.48
0.00,-1409728.12,1814.48
0.00,-1409668.12,1814.48
0.00,-1409608.12,1814.48
0.00,-1409548.12,1814.48
0.00,-1409488.12,1814.48
