x,y,z
0.00,-19990.00,1000.00
0.00,-19890.00,1000.00
0.00,-19790.00,1000.00
0.00,-19690.00,1000.00
0.00,-19590.00,1000.00
0.00,-19490.00,1000.00
0.00,-19390.00,1000.00
0.00,-19290.00,1000.00
0.00,-19190.00,1000.00
0.00,-19090.00,1000.00
0.00,-18990.00,1000.00
0.00,-18890.00,1000.00
0.00,-18790.00,1000.00
0.00,-18690.00,1000.00
0.00,-18590.00,1000.00
0.00,-18490.00,1000.00
0.00,-18390.00,1000.00
0.00,-18290.00,1000.00
0.00,-18190.00,1000.00
0.00,-18090.00,1000.00
0.00,-17990.00,1000.00
0.00,-17890.00,1000.00
0.00,-17790.00,1000.00
0.00,-17690.00,1000.00
0.00,-17590.00,1000.00
0.00,-17490.00,1000.00
0.00,-17390.00,1000.00
0.00,-17290.00,1000.00
0.00,-17190.00,1000.00
0.00,-17090.00,1000.00
0.00,-16990.00,1000.00
0.00,-16890.00,1000.00
0.00,-16790.00,1000.00
0.00,-16690.00,1000.00
0.00,-16590.00,1000.00
0.00,-16490.00,1000.00
0.00,-16390.00,1000.00
0.00,-16290.00,1000.00
0.00,-16190.00,1000.00
0.00,-16090.00,1000.00
0.00,-15990.00,1000.00
0.00,-15890.00,1000.00
0.00,-15790.00,1000.00
0.00,-15690.00,1000.00
0.00,-15590.00,1000.00
0.00,-15490.00,1000.00
0.00,-15390.00,1000.00
0.00,-15290.00,1000.00
0.00,-15190.00,1000.00
0.00,-15090.00,1000.00
0.00,-14990.00,1000.00
0.00,-14890.00,1000.00
0.00,-14790.00,1000.00
0.00,-14690.00,1000.00
0.00,-14590.00,1000.00
0.00,-14490.00,1000.00
0.00,-14390.00,1000.00
0.00,-14290.00,1000.00
0.00,-14190.00,1000.00
0.00,-14090.00,1000.00
0.00,-13990.00,1000.00
0.00,-13890.00,1000.00
0.00,-13790.00,1000.00
0.00,-13690.00,1000.00
0.00,-13590.00,1000.00
0.00,-13490.00,1000.00
0.00,-13390.00,1000.00
0.00,-13290.00,1000.00
0.00,-13190.00,1000.00
0.00,-13090.00,1000.00
0.00,-12990.00,1000.00
0.00,-12890.00,1000.00
0.00,-12790.00,1000.00
0.00,-12690.00,1000.00
0.00,-12590.00,1000.00
0.00,-12490.00,1000.00
0.00,-12390.00,1000.00
0.00,-12290.00,1000.00
0.00,-12190.00,1000.00
0.00,-12090.00,1000.00
0.00,-11990.00,1000.00
0.00,-11890.00,1000.00
0.00,-11790.00,1000.00
0.00,-11690.00,1000.00
0.00,-11590.00,1000.00
0.00,-11490.00,1000.00
0.00,-11390.00,1000.00
0.00,-11290.00,1000.00
0.00,-11190.00,1000.00
0.00,-11090.00,1000.00
0.00,-10990.00,1000.00
0.00,-10890.00,1000.00
0.00,-10790.00,1000.00
0.00,-10690.00,1000.00
0.00,-10590.00,1000.00
0.00,-10490.00,1000.00
0.00,-10390.00,1000.00
0.00,-10290.00,1000.00
0.00,-10190.00,1000.00
0.00,-10090.00,1000.00
0.00,-9990.00,1000.00
0.00,-9890.00,1000.00
0.00,-9790.00,1000.00
0.00,-9690.00,1000.00
0.00,-9590.00,1000.00
0.00,-9490.00,1000.00
0.00,-9390.00,1000.00
0.00,-9290.00,1000.00
0.00,-9190.00,1000.00
0.00,-9090.00,1000.00
0.00,-8990.00,1000.00
0.00,-8890.00,1000.00
0.00,-8790.00,1000.00
0.00,-8690.00,1000.00
0.00,-8590.00,1000.00
0.00,-8490.00,1000.00
0.00,-8390.00,1000.00
0.00,-8290.00,1000.00
0.00,-8190.00,1000.00
0.00,-8090.00,1000.00
0.00,-7990.00,1000.00
0.00,-7890.00,1000.00
0.00,-7790.00,1000.00
0.00,-7690.00,1000.00
0.00,-7590.00,1000.00
0.00,-7490.00,1000.00
0.00,-7390.00,1000.00
0.00,-7290.00,1000.00
0.00,-7190.00,1000.00
0.00,-7090.00,1000.00
0.00,-6990.00,1000.00
0.00,-6890.00,1000.00
0.00,-6790.00,1000.00
0.00,-6690.00,1000.00
0.00,-6590.00,1000.00
0.00,-6490.00,1000.00
0.00,-6390.00,1000.00
0.00,-6290.00,1000.00
0.00,-6190.00,1000.00
0.00,-6090.00,1000.00
0.00,-5990.00,1000.00
0.00,-5890.00,1000.00
0.00,-5790.00,1000.00
0.00,-5690.00,1000.00
0.00,-5590.00,1000.00
0.00,-5490.00,1000.00
0.00,-5390.00,1000.00
0.00,-5290.00,1000.00
0.00,-5190.00,1000.00
0.00,-5090.00,1000.00
0.00,-4990.00,1000.00
0.00,-4890.00,1000.00
0.00,-4790.00,1000.00
0.00,-4690.00,1000.00
0.00,-4590.00,1000.00
0.00,-4490.00,1000.00
0.00,-4390.00,1000.00
0.00,-4290.00,1000.00
0.00,-4190.00,1000.00
0.00,-4090.00,1000.00
0.00,-3990.00,1000.00
0.00,-3890.00,1000.00
0.00,-3790.00,1000.00
0.00,-3690.00,1000.00
0.00,-3590.00,1000.00
0.00,-3490.00,1000.00
0.00,-3390.00,1000.00
0.00,-3290.00,1000.00
0.00,-3190.00,1000.00
0.00,-3090.00,1000.00
0.00,-2990.00,1000.00
0.00,-2890.00,1000.00
0.00,-2790.00,1000.00
0.00,-2690.00,1000.00
0.00,-2590.00,1000.00
0.00,-2490.00,1000.00
0.00,-2390.00,1000.00
0.00,-2290.00,1000.00
0.00,-2190.00,1000.00
0.00,-2090.00,1000.00
0.00,-1990.00,1000.00
0.00,-1890.00,1000.00
0.00,-1790.00,1000.00
0.00,-1690.00,1000.00
0.00,-1590.00,1000.00
0.00,-1490.00,1000.00
0.00,-1390.00,1000.00
0.00,-1290.00,1000.00
0.00,-1190.00,1000.00
0.00,-1090.00,1000.00
0.00,-990.00,1000.00
0.00,-890.00,1000.00
0.00,-790.00,1000.00
0.00,-690.00,1000.00
0.00,-590.00,1000.00
0.00,-490.00,1000.00
0.00,-390.00,1000.00
0.00,-290.00,1000.00
0.00,-190.00,1000.00
0.00,-90.00,1000.00
