x,y,z
-0.01,-9995.00,1000.00
-0.05,-9945.00,1000.00
-0.07,-9895.00,1000.00
-0.07,-9845.00,1000.00
-0.07,-9795.00,1000.00
-0.07,-9745.00,1000.00
-0.08,-9695.00,1000.00
-0.07,-9645.00,1000.00
-0.08,-9595.00,1000.00
-0.07,-9545.00,1000.00
-0.08,-9495.00,1000.00
-0.07,-9445.00,1000.00
-0.08,-9395.00,1000.00
-0.07,-9345.00,1000.00
-0.08,-9295.00,1000.00
-0.07,-9245.00,1000.00
-0.08,-9195.00,1000.00
-0.07,-9145.00,1000.00
-0.08,-9095.00,1000.00
-0.07,-9045.00,1000.00
-0.08,-8995.00,1000.00
-0.07,-8945.00,1000.00
-0.08,-8895.00,1000.00
-0.07,-8845.00,1000.00
-0.08,-8795.00,1000.00
-0.07,-8745.00,1000.00
-0.08,-8695.00,1000.00
-0.07,-8645.00,1000.00
-0.08,-8595.00,1000.00
-0.07,-8545.00,1000.00
-0.08,-8495.00,1000.00
-0.07,-8445.00,1000.00
-0.08,-8395.00,1000.00
-0.07,-8345.00,1000.00
-0.08,-8295.00,1000.00
-0.07,-8245.00,1000.00
-0.08,-8195.00,1000.00
-0.07,-8145.00,1000.00
-0.08,-8095.00,1000.00
-0.07,-8045.00,1000.00
-0.08,-7995.00,1000.00
-0.07,-7945.00,1000.00
-0.08,-7895.00,1000.00
-0.07,-7845.00,1000.00
-0.08,-7795.00,1000.00
-0.07,-7745.00,1000.00
-0.08,-7695.00,1000.00
-0.07,-7645.00,1000.00
-0.08,-7595.00,1000.00
-0.07,-7545.00,1000.00
-0.08,-7495.00,1000.00
-0.07,-7445.00,1000.00
-0.08,-7395.00,1000.00
-0.07,-7345.00,1000.00
-0.08,-7295.00,1000.00
-0.07,-7245.00,1000.00
-0.08,-7195.00,1000.00
-0.07,-7145.00,1000.00
-0.08,-7095.00,1000.00
-0.07,-7045.00,1000.00
-0.08,-6995.00,1000.00
-0.07,-6945.00,1000.00
-0.08,-6895.00,1000.00
-0.07,-6845.00,1000.00
-0.08,-6795.00,1000.00
-0.07,-6745.00,1000.00
-0.08,-6695.00,1000.00
-0.07,-6645.00,1000.00
