x,y,z
-0.01,9990.00,1000.00
-0.05,9890.00,1000.00
-0.07,9790.00,1000.00
-0.07,9690.00,1000.00
-0.07,9590.00,1000.00
-0.07,9490.00,1000.00
-0.08,9390.00,1000.00
-0.07,9290.00,1000.00
-0.08,9190.00,1000.00
-0.07,9090.00,1000.00
-0.08,8990.00,1000.00
-0.07,8890.00,1000.00
-0.08,8790.00,1000.00
-0.07,8690.00,1000.00
-0.08,8590.00,1000.00
-0.07,8490.00,1000.00
-0.08,8390.00,1000.00
-0.07,8290.00,1000.00
-0.08,8190.00,1000.00
-0.07,8090.00,1000.00
-0.08,7990.00,1000.00
-0.07,7890.00,1000.00
-0.08,7790.00,1000.00
-0.07,7690.00,1000.00
-0.08,7590.00,1000.00
-0.07,7490.00,1000.00
-0.08,7390.00,1000.00
-0.07,7290.00,1000.00
-0.08,7190.00,1000.00
-0.07,7090.00,1000.00
-0.08,6990.00,1000.00
-0.07,6890.00,1000.00
-0.08,6790.00,1000.00
-0.07,6690.00,1000.00
-0.08,6590.00,1000.00
-0.07,6490.00,1000.00
-0.08,6390.00,1000.00
-0.07,6290.00,1000.00
-0.08,6190.00,1000.00
-0.07,6090.00,1000.00
-0.08,5990.00,1000.00
-0.07,5890.00,1000.00
-0.08,5790.00,1000.00
-0.07,5690.00,1000.00
-0.08,5590.00,1000.00
-0.07,5490.00,1000.00
-0.08,5390.00,1000.00
-0.07,5290.00,1000.00
-0.08,5190.00,1000.00
-0.07,5090.00,1000.00
-0.08,4990.00,1000.00
-0.07,4890.00,1000.00
-0.08,4790.00,1000.00
-0.07,4690.00,1000.00
-0.08,4590.00,1000.00
-0.07,4490.00,1000.00
-0.08,4390.00,1000.00
-0.07,4290.00,1000.00
-0.08,4190.00,1000.00
-0.07,4090.00,1000.00
-0.08,3990.00,1000.00
-0.07,3890.00,1000.00
-0.08,3790.00,1000.00
-0.07,3690.00,1000.00
-0.08,3590.00,1000.00
-0.07,3490.00,1000.00
-0.08,3390.00,1000.00
-0.07,3290.00,1000.00
-0.08,3190.00,1000.00
-0.07,3090.00,1000.00
-0.08,2990.00,1000.00
-0.07,2890.00,1000.00
-0.08,2790.00,1000.00
-0.07,2690.00,1000.00
-0.08,2590.00,1000.00
-0.07,2490.00,1000.00
-0.08,2390.00,1000.00
-0.07,2290.00,1000.00
-0.08,2190.00,1000.00
-0.07,2090.00,1000.00
-0.08,1990.00,1000.00
-0.07,1890.00,1000.00
-0.08,1790.00,1000.00
-0.07,1690.00,1000.00
-0.08,1590.00,1000.00
-0.07,1490.00,1000.00
-0.08,1390.00,1000.00
-0.07,1290.00,1000.00
-0.08,1190.00,1000.00
-0.07,1090.00,1000.00
-0.08,990.00,1000.00
-0.07,890.00,1000.00
-0.08,790.00,1000.00
-0.07,690.00,1000.00
-0.08,590.00,1000.00
-0.07,490.00,1000.00
-0.08,390.00,1000.00
-0.07,290.00,1000.00
-0.08,190.00,1000.00
-0.07,90.00,1000.00
