x,y,z
-0.02,9990.00,1000.00
-0.09,9890.00,1000.00
-0.16,9790.00,1000.00
-0.24,9690.00,1000.00
-0.31,9590.00,1000.00
-0.39,9490.00,1000.00
-0.46,9390.00,1000.00
-0.53,9290.00,1000.00
-0.61,9190.00,1000.00
-0.68,9090.00,1000.00
-0.76,8990.00,1000.00
-0.83,8890.00,1000.00
-0.91,8790.00,1000.00
-0.98,8690.00,1000.00
-1.06,8590.00,1000.00
-1.13,8490.00,1000.00
-1.20,8390.00,1000.00
-1.28,8290.00,1000.00
-1.35,8190.00,1000.00
-1.43,8090.00,1000.00
-1.50,7990.00,1000.00
-1.58,7890.00,1000.00
-1.65,7790.00,1000.00
-1.72,7690.00,1000.00
-1.80,7590.00,1000.00
-1.87,7490.00,1000.00
-1.95,7390.00,1000.00
-2.02,7290.00,1000.00
-2.10,7190.00,1000.00
-2.17,7090.00,1000.00
-2.24,6990.00,1000.00
-2.32,6890.00,1000.00
-2.39,6790.00,1000.00
-2.47,6690.00,1000.00
-2.54,6590.00,1000.00
-2.62,6490.00,1000.00
-2.69,6390.00,1000.00
-2.76,6290.00,1000.00
-2.84,6190.00,1000.00
-2.91,6090.00,1000.00
2.99,5990.26,1000.00
26.22,5893.13,1000.00
65.32,5801.21,1000.00
114.76,5714.29,1000.00
161.53,5625.93,1000.00
207.01,5536.88,1000.00
253.06,5448.11,1000.00
299.15,5359.37,1000.00
345.34,5270.68,1000.00
391.54,5181.99,1000.00
437.65,5093.26,1000.00
483.64,5004.46,1000.00
529.60,4915.65,1000.00
575.66,4826.89,1000.00
621.84,4738.19,1000.00
668.04,4649.51,1000.00
714.15,4560.77,1000.00
760.14,4471.98,1000.00
806.10,4383.17,1000.00
852.16,4294.41,1000.00
898.34,4205.71,1000.00
944.54,4117.03,1000.00
990.65,4028.29,1000.00
1036.64,3939.49,1000.00
1082.60,3850.68,1000.00
1128.66,3761.92,1000.00
1174.84,3673.23,1000.00
1221.04,3584.54,1000.00
1267.15,3495.81,1000.00
1313.14,3407.01,1000.00
1359.10,3318.20,1000.00
1405.16,3229.44,1000.00
1451.34,3140.74,1000.00
1497.54,3052.06,1000.00
1543.65,2963.32,1000.00
1589.64,2874.52,1000.00
1635.60,2785.71,1000.00
1681.66,2696.95,1000.00
1727.84,2608.26,1000.00
1774.04,2519.57,1000.00
1820.15,2430.84,1000.00
1866.13,2342.04,1000.00
1912.10,2253.23,1000.00
1958.16,2164.47,1000.00
2004.34,2075.77,1000.00
2050.54,1987.08,1000.00
2096.65,1898.35,1000.00
2142.63,1809.55,1000.00
2188.60,1720.74,1000.00
2234.65,1631.98,1000.00
2280.83,1543.29,1000.00
2327.04,1454.60,1000.00
2373.14,1365.86,1000.00
2419.13,1277.07,1000.00
2465.09,1188.26,1000.00
2511.15,1099.50,1000.00
2557.33,1010.80,1000.00
2603.53,922.11,1000.00
2649.64,833.38,1000.00
2695.63,744.58,1000.00
2741.59,655.77,1000.00
2787.65,567.01,1000.00
2833.83,478.31,1000.00
2880.03,389.63,1000.00
2926.14,300.89,1000.00
2972.34,212.21,1000.00
3018.45,123.47,1000.00
3063.11,34.02,1000.00
3094.02,-60.91,1000.00
3107.04,-159.94,1000.00
3105.37,-259.88,1000.00
3102.65,-359.83,1000.00
3102.70,-459.83,1000.00
